ticker,headline,date,eventRet,perc_sent,lstm,vader_sent
NFLX,"An upgrade to Accumulate from National Alliance Capital helps Netflix (NFLX +1.9%) add to this year's big gains. The firm predicts Netflix ""will continue to grow subscribers at an accelerated rate."" National Alliance upgraded LinkedIn, another Internet high-flyer, earlier this week.",2013-04-19,-0.0354583211281019,1,1,0.9177
GOOG,"Google (GOOG +2.7%) rallies yet again following a mixed Q1 report, as the Street focuses on healthy paid click growth (boosted by mobile) and better-than-expected margins more than (moderate) ad price weakness (hurt by mobile) and Motorola's woes. ""Google can grow its core search business in the low teens over the next few years at high incremental margins,"" and thereby keep margins stable even as it makes big investments, Morgan Stanley declares. Though still bullish, Needham notes EPS would've been roughly in-line if not for a tax credit. (CC transcript)",2013-04-19,0.0230630504205755,1,1,0.9002
NFLX,"An interesting nugget from Reed Hastings' letter to shareholders is that a very low number of people signed up for a free month-long trial to the service just to watch House of Cards only to then quit after a round of binge viewing. According to the exec, only 8K left - compared to the millions who stayed. NFLX +25.5% AH.",2013-04-22,0.0645849126906104,1,1,0.9401
NFLX,"More on Netflix (NASDAQ:NFLX): The company smashes Q1 estimates as it had no trouble adding to paid domestic and global subscriber totals. Netflix added 2.03M net domestic streaming subscribers in FQ1, compared to 2.05M last quarter and 1.7M a year ago. International subscribers came in at 1.02M, compared to 1.81M last quarter and 1.12M a year ago. DVD memberships dropped slightly to about 8M.  The company issues FQ2 guidance of revenue of $665M-$673M and sees a jump in total members to 29.4M to 30.05M. NFLX +19.3% AH. (company letter .pdf)",2013-04-22,0.0645849126906104,1,1,0.5172
NFLX,Netflix (NASDAQ:NFLX): Q1 EPS of $0.31 beats by $0.13. Revenue of $1.02B (+17% Y/Y) in-line. Shares  +17% AH. (PR),2013-04-22,0.0645849126906104,1,1,0.5773
NFLX,"An upgrade to Neutral from B. Riley helps Netflix (NFLX +3.1%) rally ahead of today's Q1 report; the firm cites the 17% drop seen in shares over the last month as a reason for changing its stance. It's worth noting B. Riley cut Netflix to Sell on July 25, 2012, as shares got crushed thanks to poor Q3 guidance. Netflix closed that day at $60.28, 64% below its current price. (earlier)",2013-04-22,0.0645849126906104,1,0,0.3519
MSFT,Microsoft (NASDAQ:MSFT) +1.6% after David Faber reports ValueAct Capital has taken a $2B stake (0.8%) in the company. Shares are now up 5% since Mister Softee delivered mixed FQ3 results Thursday afternoon.,2013-04-22,0.0696459878267223,1,1,0.5906
AAPL,"A little more on Apple: Implied FQ2 iPhone ASP of $613, down from FQ1's $641 (was emerging markets discounting or a mix shift to older iPhones the culprit?). iPad ASP was $449, down from FQ1's $467 (shift to iPad Mini). Mac ASP of $1,378, up from FQ1's $1,359. iTunes/Software/Services revenue +30% Y/Y to $4.11B. Accessories +15% to $1.38B. R&D spend +33% Y/Y to $1.12B, SG&A +14% to $2.67B. Cash balance stood at $145B at quarter's end, up from prior $137B. AAPL resumes trading, shares are up 5.4% AH.",2013-04-23,0.0395559091644881,1,1,0.8986
AAPL,"Apple (NASDAQ:AAPL): FQ2 EPS of $10.09 beats by $0.02. Revenue of $43.6B (+11% Y/Y) beats by $1.1B. 37.4M iPhones, 19.5M iPads, just under 4M Macs. Expects FQ3 revenue of $33.5B-$35.5B, below $39.3B consensus. Buyback increased by $50B. Shares halted. CC at 5PM ET (webcast). (PR)",2013-04-23,0.0395559091644881,1,1,0.7189
TSLA,Tesla Motors (TSLA +1.9%) sets new all-time highs in early trading as the momentum run for the automaker shows little sign of stalling. The company is in a relatively slow period of news as fresh updates on Model S production estimates aren't expected for months and Elon Musk's Twitter feed is quiet - so traders speculate the price action is partially influenced by a short squeeze. (TSLA short interest),2013-04-23,0.065679289230258,1,0,0.7945
NFLX,"Netflix (NFLX +24.6%) continues to skyrocket as sell-side PTs surge following a Q1 beat fueled by higher margins (aided by a Y/Y drop in content cash outflows) and domestic streaming adds at the high end of Netflix's guidance; for now, the Street is willing to overlook Q2 guidance for a sizable Q/Q drop in domestic streaming adds. The results demonstrate Netflix's model ""continues to show operating leverage,"" says Cantor, raising its PT to $230. On the earnings call, Reed Hastings admitted Hulu and Amazon have been ""bidding more aggressively"" over the last 12 months - that could explain the pending Viacom deal expiration. Content liabilities stood at $5.7B at the end of Q1, up $100M Q/Q.",2013-04-23,0.3117545969052564,1,1,0.8289
AIG,"AIG gains 3%, pushing its 2-day advance to more than 8% and the stock to its highest level in more than 2 years as speculation mounts (following the MetLife 50% hike) about the reinstatement of a dividend and/or a share buyback. ""We expect a small dividend could be reinstated in 2013,"" says Barclays' Jay Gelb.",2013-04-24,0.0761850604566929,1,1,0.8988
AMZN,"Amazon's (NASDAQ:AMZN) Q1 Y/Y paid unit growth was 30%, the company discloses in its CC; that's down from Q4's 32% and Q3's 39%, but still above rev. growth of 22%. 3rd-party sellers (some of them upset over fee hikes) made up 40% of unit sales vs. 39% in Q4 and 41% in Q3; they've been a major source of gross margin growth. Digital content sales growth slowed down, leading physical units to rise over 300 bps Y/Y as a % of total units. Forex expected to have a 275 bps impact on Q2 rev. growth. North America had a $457M op. profit in Q1, international a $16M op. loss. Active customer accounts rose to 209M+ from 200M+ in Q4.",2013-04-25,0.0215791826952493,1,1,0.9836
AMZN,Amazon.com (NASDAQ:AMZN): Q1 EPS of $0.18 beats by $0.09. Revenue of $16.07B (+22% Y/Y) misses by $90M. Expects Q2 revenue of $14.5B-$16.2B vs. $15.9B consensus. Expects Q2 operating income of -$340M to +$10M; EPS consensus is at $0.22. Shares +1.4% AH. CC at 5PM ET (webcast). (PR),2013-04-25,0.0215791826952493,1,1,0.384
TSLA,"Tesla Motors (TSLA +3%) CEO Elon Musk sent another intriguing tweet earlier today. The exec says a new Tesla strategy will be unfurled tomorrow which Tesla owners (cars or stock?) will like. Musk also had a word or two for shorts: ""Seems to be some stormy weather over in Shortville these days.""",2013-04-25,0.0197619405229539,1,0,0.8292
AIG,"Answer: ""About $2B in market cap."" Question: ""How much are four executives really worth?"" AIG has fallen 3% and can't get up after Berkshire poached 4 of its top insurance men. The question comes from Bernstein (presumably Josh Stirling). The dour answer from Forbes' Steve Schaefer.",2013-04-26,-0.017003002106087,1,0,0.1016
TSLA,"The big news from Tesla Motors (TSLA +0.2%) is that the company will offer fully-loaded Model S vehicles as service loaners in connection with its no-fault warranty program. In a margin-defying twist, Tesla drivers can keep the loaner car if they like it better. During a conference call, CEO Elon Musk also says the automaker's warranty will be transferable amongst owners. It's not quite the news some investors were looking for as shares of Tesla Motors move off their daily highs. (webcast)",2013-04-26,0.0157475405858777,1,0,0.951
AMZN,"Amazon (AMZN -6.9%) is giving back most of its 2013 gains as the Street decides a revenue miss and light profit guidance outweigh a still-improving gross margin. Slowing growth and a lack of profits for the international ops is a concern for many, even if forex is a factor - international media sales rose only 1% Y/Y, though other merchandise sales rose 28%. On the earnings call, management admitted (echoing eBay) ""there is some [international] softness from a macro standpoint,"" while adding Amazon is investing heavily in China, Italy, and Spain. Nomura is staying bullish, touting the fact total growth is holding steady.",2013-04-26,-0.0503807925052016,1,1,0.9732
TSLA,Shares of Tesla Motors (TSLA +5.6%) rally again in a move that looks and smells suspiciously like a squeeze of more shorts. The last official word from Nasdaq was that Tesla's short interest was 30.695M shares on April 15 - down from 32.317M on March 15 - with another report out in a few days which could clear up the issue even more.,2013-04-29,0.0576623013021431,1,0,0.8866
AAPL,"As Apple (AAPL +2.5%) surges above $425, a French site leaks an apparent sales doc for Japanese carrier KDDI that states iPhone 5S pre-sales will start on June 20 (shortly after the WWDC conference) ahead of a July launch. The doc also claims the 5S will have a 13MP camera and fingerprint reader. It's possible the launch info is dated - there have been multiple reports the 5S launch has been pushed back to Aug./Sep. from July. Also: KGI Securities, which has a pretty good track record, reports new MacBook Pro/Air models will arrive at WWDC, and that display yield issues will likely push back retina iPad Mini mass-production to October. (S-3 filing)",2013-04-29,0.0525661056637654,1,1,0.9756
YELP,"Yelp (NYSE:YELP): Q1 EPS of -$0.08 misses by $0.02. Revenue of $46.1M (+68% Y/Y) beats by $1.5M. Adjusted EBITDA of of $3.2M beats guidance of $1.25M-$1.5M. Expects Q2 revenue of $52.5M-$53.5M, above consensus of $50.6M. Expects 2013 revenue of $216M-$218M, above consensus of $211.8M. Expects Q2 adjusted EBITDA of $4.5M-$5M, 2013 adjusted EBITDA of $21M-$23M. Shares +8.4% AH. (PR)",2013-05-01,-0.0502084105738067,1,1,0.7071
AMD,"What's going on with AMD (AMD +14.4%)? The chipmaker's shares have taken off on volume that's 5x its daily average, even though no major news has hit the wires. Wells Fargo (Outperform) wrote this morning AMD has launched two new chips for its high-end FX desktop CPU line, and that its CPU pricing seems to be stabilizing, but it seems unlikely that's responsible for today's huge move. 16.9% of AMD's float was shorted as of April 15. Update: As SA commenters note, Intel buyout rumors appear to have played a role. Considering the antitrust issues, this rumor is even harder to swallow than the ones about Samsung and Qualcomm.",2013-05-01,0.1940827636573894,1,0,0.9651
AIG,More on AIG's Q1 earnings: Property & Casualty is back with operating income of $1.6B vs. $1B a year ago. The combined ratio falls to 97.2 from 102.1 a year ago - it was the 2012 Q3 report in November when the stock got hit for 5.5% after the company reported a combined ratio of 105 (higher is worse; over 100 means claims exceed premiums). Conference call Friday at 8 ET. Shares +2.4% AH. (PR),2013-05-02,0.0172684935156703,1,1,0.361
AIG,"More from AIG's Q1 earnings: A slight miss on revenues ($8.56B vs. $8.64B expected) isn't damping AH enthusiasm with shares up 2.5%. Q1 after-tax operating income of $2B compares with prior-year $3B - which had included pretax income from investments (including Maiden Lane) disposed of in 2012. Insurance operating income of $3B is up 28% Y/Y. ""Our priority this year is to improve operating fundamentals and reduce costs,"" says CEO Robert Benmosche.",2013-05-02,0.0172684935156703,1,1,0.7663
MSFT,"LinkedIn (LNKD): Q1 EPS of $0.45 beats by $0.14. Revenue of $324.7M (+72% Y/Y) beats by $7.6M. Expects Q2 revenue of $342M-$347M, below $359.2M consensus. Expects 2013 revenue of $1.43B-$1.46B, below $1.49B consensus. Shares -11.4% AH. CC at 5PM ET (webcast). (PR)",2013-05-02,0.0019672625246113,1,1,0.4404
AIG,AIG (NYSE:AIG): Q1 diluted EPS of $1.49; after-tax operating income per share of $1.34. Book value per share excluding AOCI of $59.39 (up 12% Y/Y). Shares +2.5% AH. (PR),2013-05-02,0.0172684935156703,1,1,0.8779
YELP,"Shorts are covering en masse as Yelp (YELP +24.8%) soars to new post-IPO highs in response to a Q1 revenue beat and strong guidance. As with Facebook, mobile strength is in focus: Cantor notes 36% of Yelp's Q1 local business ads were shown on mobile devices, up from Q4's 25%. Unique visitors rose 19% Q/Q and 43% Y/Y to 102.1M, with 30% visiting Yelp's mobile site. Yelp's apps are now on 10M mobile devices (up from 9.2M in Q4). Cumulative reviews +8% Q/Q and +43% Y/Y to 39M, and active local business accounts +13% Q/Q and +63% Y/Y to 45K (beating estimates). Sales/marketing spend is still 61% of revenue (62% in Q4). (slides - .pdf) (transcript)",2013-05-02,0.2454732543003571,1,1,0.9823
AMD,"It looks like AMD (AMD +1.9%) is made of teflon this week. A day after skyrocketing due to (very questionable) Intel buyout rumors, shares are up in spite of a downgrade to Neutral from Macquarie's Shawn Webster. While upbeat about AMD's PS4/Xbox 720 wins and considering forecasts for its core CPU/GPU business too bearish, he thinks shares are fully valued. given they trade ""above the mid-point"" of AMD's historical earnings and book value multiple ranges. The downgrade comes as archrival Intel names COO Brian Krzanich its next CEO.",2013-05-02,0.200850237233457,1,0,0.9447
AMD,"AMD (AMD +9.7%) just won't take a breather. Share are now up 42% on the week even though the chipmaker hasn't seen any major news and has been hit with a downgrade. Bernstein speculates enthusiasm about AMD's next-gen console design wins is responsible, but they've been well-known for some time. Is a major short-seller or two covering? Is an activist investor moving in? Regardless, shares are up 57% YTD in spite of a pretty ugly Q1 for PC sales.",2013-05-03,0.1147246489597595,1,0,0.8704
MSFT,"LinkedIn's (LNKD -9.9%) below-consensus guidance is likely conservative, Goldman declares as the company gives back some of its giant 2013 gains. Goldman might be right, but investors have already come to expect big earnings beats. The sell-side is staying positive, arguing long-term growth drivers - strong user growth, recruiting share gains, higher engagement, etc. - remain intact. Not accounting for post-earnings estimate changes, LinkedIn currently trades at 87x 2014E EPS and 9.4x 2014E sales. Considering how share-losing rival Monster (MWW +4.6%) is performing, a strong NFP report may be limiting today's decline. (previous) (transcript)",2013-05-03,0.0233991329812954,1,1,0.9892
TSLA,"Another strong day of trading for Tesla Motors (TSLA +4.2%) ahead of its earnings release scheduled for Wednesday takes shares back over $56. Barclays is still on board (sort of), saying the ""hyper growth"" company could go as high as $131 per share if the EV automaker crosses over into the mass affluent market - but warning it might be an all-or-nothing proposition. Barclays' TSLA roulette: A successful third-generation product could take EPS up to $14.58 in six years, which after applying a 12X multiple and discounting 5% annually brings $131 in play. A misfiring production schedule brings in cash flow nightmares and a scenario where shares crash to $5.",2013-05-06,0.0988741969334918,1,0,0.93
NFLX,"Shares of Netflix (NFLX -3.3%) hit some turbulence after chatter over a potential secondary offering crops up. There isn't anything definitive out from the company, but with content costs rising and share price up a clean double for the year the move wouldn't shock many analysts.",2013-05-06,-0.0177791713578286,0,1,0.9638
AMZN,"More on Whole Foods Markets' (WFM) FQ2: Comparable store sales were up 8.9% Y/Y during the period, while the two-year comp rose over 17%. The firm sees FY13 EPS of $2.86-$2.89, up from its prior estimate of $2.83-$2.87. Store opening guidance is for 32 in new stores in FY13 and 33-38 in FY14. A 2-for-1 stock split is set.  Shares +7.8% AH. (PR)",2013-05-07,-0.0011690823534078,1,1,0.9334
AMZN,Whole Foods Markets (WFM): FQ2 EPS of $0.76 beats by $0.03. Revenue of $3.00B (+13% Y/Y) in-line. Shares +7.3% AH. (PR),2013-05-07,-0.0011690823534078,1,1,0.588
TSLA,"After-hours top gainers, as of 5:30 p.m.: TSLA +17%. GMCR +12%. GRPN +10%. EOX +6%. EXAM +6%.  After-hours top losers: RAX -17%. OME -14%. LPSN -13%. MNST -12%. OFIX -9%.",2013-05-08,-0.0620148635858223,0,0,-0.3354
TSLA,"More on Tesla Motors' (NASDAQ:TSLA) Q1: The company says it produced over 5K Model S vehicles during the period to beat its early production estimate. As production rose, efficiencies kicked in and helped gross margin double Q/Q to 17%. In Q2, Tesla sees delivering just over 4.5K vehicles in North America and thinks it will beat its full year 20K vehicle delivery estimate. The next quarter will also see a moderate pickup in operational expenses and R&D expenses. TSLA +15.2% AH. (shareholder letter .pdf)",2013-05-08,-0.0620148635858223,1,1,0.9562
TSLA,Tesla Motors (NASDAQ:TSLA): Q1 EPS of $0.12 beats by $0.08. Revenue of $562M (+16% Y/Y) beats by $63M. Conference call scheduled for 5:30 PM EST. Shares +8.1% AH to $60.33. (PR),2013-05-08,-0.0620148635858223,1,1,0.9117
YELP,Yelp (YELP -3.2%) and LinkedIn (LNKD -2%) are having a rough day after Doug Kass reports hearing the companies will be among the names discussed as short ideas at the Sohn Investment Conference (attended by many top hedge funds). Yelp remains well above where it traded prior to last week's Q1 report and guidance hike.,2013-05-08,-0.0254316156031104,0,1,0.8179
BA,"Boeing (BA +0.8%) rolls out the first 787 Dreamliner to be produced at its new seven-per-month rate, with a targeted monthly output of 10 by year's end. The latest aircraft is due to be delivered to British Airways. To date, 50 Dreamliners have been delivered to eight airlines. The program has more than 800 unfilled orders with 58 customers worldwide. Separately, SocGen has upped the shares to a Hold today as well.",2013-05-09,0.0032509447686136,1,1,0.7519
NVDA,"""Nvidia’s (NVDA +4.5%) gross margin upside in a humbling quarter for Tegra and an 'apocalyptic' PC environment was quite impressive,"" writes Raymond James following the FQ1 report. Judging by today's rally, many agree. RJ sees the margin strength as proof demand for high-end GPUs for gaming/computing/workstations ""is likely more inelastic than thought."" Others are worried about the Tegra unit, which is losing share ahead of the Tegra 4 (FQ2/FQ3) and 4i (FQ4/FQ1) launches. On the earnings call, CEO Jen-Hsun Huang admitted Tegra's gross margin is below Nvidia's total GM, but added margins for GRID and Tesla (also expected to grow fast in 2H) are above-average. AMD +2.3%.",2013-05-10,0.0460103133678386,1,1,0.6187
TSLA,"Tesla Motors (TSLA +14.6%) tightens its grip on the shorts, now up 43% in 2 days following Wednesday's earnings. Ivan Hoff extrapolates into the future and suggests Tesla could be a $100B company in 10 years (that's all?). Musk's SolarCity (SCTY +9.4%) gains as well.",2013-05-10,0.3500024603073361,1,1,0.7175
TSLA,"For those still keeping score, Tesla (NASDAQ:TSLA) added another 14.38% to last week's post-earnings bonanza , bringing the three-day total percentage change to +57%. Amusingly, the rally didn't let up AH either, as the stock tacked on an additional 2.51%, hitting $90 just before 8 p.m.",2013-05-13,0.2498766339809537,1,1,0.3577
TSLA,"SolarCity (SCTY): Q1 EPS of -$0.41 misses by $0.15. Revenue of $30M (+21% Y/Y) beats by $900K. 46MW deployed (+12% Y/Y). Nominal contracted payments +10% Q/Q to $1.22B. Expects Q2 revenue of $21M-$28M, below $40.5M consensus. Reiterates guidance for 250MW in 2013 deployments. Now expects positive net cash flow in Q2. Shares -6.2% AH after rising 24.2% in regular trading. CC at 5PM ET (webcast). (PR)",2013-05-13,0.2498766339809537,1,1,0.8525
AMD,"AMD (AMD +5.8%) is continuing this spring's take-no-prisoners rally/short-squeeze - shares are now up 83% from their April 18 low. This morning, the chipmaker announced a reference design (powered by its Opteron 6300 server CPUs) for Facebook's modular Open Compute server platform. AMD claims servers based on its design can drastically lower ownership costs for a PC virtualization deployment.",2013-05-13,0.0790123114427616,1,0,0.0955
NFLX,"""I think Netflix (NFLX +4.1%) could be this decade's Amazon,"" says Whitney Tilson in a Yahoo talk (video). Though Tilson admits to ""trimming"" his position during Netflix's run-up, he still considers it undervalued relative to other media providers - ""They're trading at $400 per subscriber in a world of $1,000 per sub"" - and argues its scale gives it a big edge - ""Who else is going to spend $3 billion a year for streaming content?"" Of course, many of the firms valued at $1,000/sub are getting a lot more than $8/month. Netflix investors seem to be betting the company's library and customer loyalty will allow it to raise prices over time. (U.K. deals)",2013-05-13,0.0596148673637526,1,1,0.9258
MSFT,"""This deal was nothing more than a rumor ... [Microsoft] has no intention of acquiring the NOOK unit. NOOK is closely integrated with Android ... The acquisition is not happening in the foreseeable future as Microsoft Corporation is assessing its options at this time."" Thus speaks a Microsoft (NASDAQ:MSFT) source to Insider Monkey, strongly refuting a TechCrunch report about an offer to buy Nook Media's digital assets for $1B. Barnes & Noble (BKS -14.1%) shares have plunged, but for now are still up 13% from where they stood prior to the report.",2013-05-13,0.0113192672047182,1,1,0.922
TSLA,"SolarCity (SCTY +18.6%) is skyrocketing ahead of today's Q1 report - does someone know something? - and many other solar peers are also doing pretty well (TAN +4.5%). SOL +9.8%. CSIQ +11.6%. WFR +8%. LDK +9.3%. JASO +5.4%. SPWR +4.8%. FSLR +4.5%. GTAT +5.2%. JKS +7.9%. Short interests for many industry names remain sky-high: SolarCity had 16.6% of its float shorted as of April 30. SunPower was at 29.9%, First Solar 33.4%, and GT Advanced 34.8%.",2013-05-13,0.2498766339809537,1,1,0.9423
BA,"Boeing (BA +0.9%) lifts higher as Sterne Agee ups its price on the shares to $120 from $100. The firm says that with the Dreamliner fiasco largely behind them, its free cash flow could top $18B over the next three years. The stock has typically traded at a 10-12 multiple to free cash flow, so with book-to-bill for the commercial aircraft sector staying above 1 at least through next year it sees the stock moving ""towards the peak in the cycle.""",2013-05-13,0.0016072581372843,1,1,0.946
TSLA,"Shares of Tesla Motors (NASDAQ:TSLA) move up 2.3% premarket as last week's earning report euphoria doesn't show any early signs of fading. Pacific Crest may have seen enough of the momentum/short squeeze run, warning that over the long term the automaker needs to ramp up gross margins to 25% from 5% and demonstrate sustainable demand.",2013-05-13,0.2498766339809537,1,1,0.801
TSLA,"Tesla Motors (TSLA -3.5%) will make an announcement about its Supercharger Network next week instead of this week, according to Elon Musk. Shares of Tesla have peeled off a bit of their gaudy gains, but still stand +58% MTD and +151% YTD.",2013-05-14,0.0918887271956546,1,0,0.8226
AAPL,"Apple (AAPL -2.5%) has dived over the last 30 minutes of trading on heavy volume, without any news to explain the move. The decline comes with the NASDAQ still up 0.5% on the day.",2013-05-14,-0.020017929542756,1,0,0.3134
TSLA,"Credit Suisse and Roth downgrade SolarCity (SCTY -2.5%) following its mixed Q1 results and 2013 guidance reiteration. Nonetheless, shares are giving back less than 1/9 of yesterday's huge gains. Roth, cutting shares to Neutral, cites a 350% post-IPO gain, 10% system-funding costs, and a potentially unsustainable 2.9% pricing ""escalator"" for electricity contracts as reasons to be concerned. Though SolarCity's Q2 revenue guidance is well below consensus, deployments are expected to grow to 48MW-53MW from Q1's 46MW. On the earnings call, COO Peter Rive stated SolarCity remains ""delivery constrained,"" and is scaling its residential ops in response.",2013-05-14,0.0918887271956546,1,1,0.973
AIG,"Up 2.1%, AIG is back near its 52-week high as David Tepper gives the stock a shout on his CNBC interview and Jeremy Hoskins - presenting at London Value - makes the familiar bull case: Trading at a fraction of book value, a cyclical improvement in underwriting results, and a hoped-for $5B/year in buybacks reducing the share count by 30% by 2015. The TARP warrants +2.2% to $19.31.",2013-05-14,0.0426697964269218,1,1,0.9308
NVDA,Nvidia (NASDAQ:NVDA) strikes a deal with Goldman allowing the chipmaker to buyback $750M worth of shares. The company previously said it would return $1B to stockholders this year. Shares +1.76% premarket.,2013-05-14,-0.0058855830009514,1,1,0.6516
TSLA,"Tesla Motors (NASDAQ:TSLA) gains 6.2% in premarket trading to reach $93.10 as its dizzying post-earnings victory lap continues. Morgan Stanley is out with what is largely a cautionary note before crunching the numbers for the ""extreme"" bull case. The firm says if Tesla achieves a 20% operating margin on 200K units per year, then a $300-plus price target could be justified.",2013-05-14,0.0918887271956546,1,0,0.9345
TSLA,"More on Tesla: The company announces it's offering 2.7M shares (current value of $244M) and $450M in convertible debt due 2018 in a public offering. Elon Musk plans to buy $100M worth of shares - $45M through the offering, $55M through a private placement. Tesla expects $830M in gross proceeds. TSLA now +6.8% AH.",2013-05-15,-0.032714608193168,1,1,0.7686
AAPL,"Apple (AAPL -4.2%) roundup: Tiger Global joined the unrelated Tiger Management in selling Apple shares in Q1, lowering its stake to 260K shares from a prior 1.05M (13F). 2) According to the iRumor mill's latest updates, the retina iPad Mini will have the same resolution (2048x1536) and processor (A6X) as the retina 4th-gen iPad; the iPhone 5S will replace the tradition home button with a touch-sensitive sapphire button (a positive for GTAT); and the iPhone 5S will have an improved camera to go with a fingerprint sensor. 3) The DOJ accuses Apple of being the ring-master in an e-book price-fixing scheme (previous); Apple calls the accusation ""absurd."" 4) Joe Weisenthal observes Apple's price movements have correlated some with gold's.",2013-05-15,-0.0577425241534471,0,1,0.9792
GOOG,"Google (GOOG +2.5%) and Samsung (OTC:SSNLF) will use Google I/O to show off a version of the Galaxy S4 that (like Google's Nexus hardware) runs a stock version of Android, Geek.com reports. Google, which has cracked $900 for the first time today, has been working hard to promote stock Android relative to versions with custom skins such as Samsung's TouchWiz and HTC's Sense, but with limited success. Upcoming Motorola phones will reportedly run stock Android. I/O festivities start at 12PM ET (live blog). (music service reports)",2013-05-15,0.0433597040488367,1,0,0.9304
NFLX,"More on Netflix: Some positive sell-side notes are helping shares rally to levels last seen in Aug. '11 (NFLX +4.2%). RBC, which launched coverage with an Outperform on March 5, has raised its PT to $250, arguing EPS could eventually top $10 - the 2014 consensus is $3.13. Also, BTIG (Buy, $250 PT) reports a survey of 427 people in line at a Bluth Frozen Banana Stand set up to promote the May 26 launch of Arrested Development found 86% were Netflix subscribers, and 63% of the remainder said they would/are likely to subscribe because of AD (is this a case of selection bias?).",2013-05-15,0.0603147791490943,1,1,0.9424
TSLA,"SolarCity (SCTY +7.8%) teams up with Goldman to offer $500M+ in lease financing for residential/commercial solar projects, expanding a deal created in 2012. The financing is good for an estimated 110MW, and the companies claim the program ""is the largest of its kind announced in the U.S. for homeowners rooftops."" SolarCity is rallying once again thanks to the news.",2013-05-16,0.1065624639361713,1,1,0.9382
AMD,"AMD (AMD -12.9%) opens sharply lower on a downgrade to Sell from Goldman, which doesn't see the chipmaker's giant spring rally as justified. ""As has been the case with many of the other rallies in AMD, which have all faded, ultimately, the numbers do not justify the move in the stock ... we expect continued disappointing results in the PC segment to mitigate the impact of increased revenue from gaming."" Goldman upgraded AMD to Neutral last September, when shares were at $3.47.",2013-05-16,-0.0974018308145829,0,1,0.5986
TSLA,"SolarCity's (SCTY +25.7%) big rally is ""bubble-like,"" cautions Raymond James' Pavel Molchanov, who tried to temper enthusiasm about First Solar last month. Molchanov warns a June 11 lockup expiration could ""open the floodgates."" Credit Suisse also cited the lockup when downgrading shares on Tuesday; the firm estimates the lockup will increase SolarCity's tradable float by 8x-10x. (earlier)",2013-05-17,0.0792107552166743,1,1,0.8237
TSLA,"SolarCity (SCTY +15.3%) won't take a breather. Shares are blasting off to new post-IPO highs a day after rallying on news of an expanded financing partnership with Goldman. ""We hope [the deal] sends a signal that solar is a stable and reliable asset to invest in,"" CEO Lyndon Rive tells Bloomberg. Meanwhile, some Chinese solar names are up following a rally in Shanghai: YGE +4.1%. LDK +5.1%. SOL +6.1%. JASO +3.5%. CSIQ +2.5%.",2013-05-17,0.0792107552166743,1,1,0.9424
TSLA,"Five of 2013's biggest tech high-flyers - SolarCity (SCTY -10.1%), Himax (HIMX -6%), UniPixel (UNXL -9.1%), SunPower (SPWR -5.2%), and Ubiquiti (UBNT -4.4%), are seeing heavy losses today. Netflix (NFLX -0.9%), another big 2013 winner, is down moderately.",2013-05-21,-0.043177741393625,0,0,0.2345
AAPL,"Apple (NASDAQ:AAPL) gains 1.1% premarket as Morgan Stanley's Katy Huberty says iPhone sales are tracking at about 31M units in the June quarter, well ahead of her team's expectation of 26M and Street consensus of 27M.",2013-05-22,-0.0035387755933443,1,1,0.6636
BA,"Boeing (BA +1.7%) updates its Orders and Deliveries page for the week, saying that since its last update it has received 107 new orders consisting of six 777s and 101 737s. In the Changes category, it reduced 737 net orders by 24. Additionally, the company says that Chinese regulators have cleared local airlines to fly the 787 Dreamliner, and are expected to allow them to launch overseas flights within a matter of months.",2013-05-23,0.0102805390384735,1,1,0.8016
AMZN,"Amazon (AMZN +3.3%), eBay (EBAY +2.4%), and Overstock (OSTK +5.1%) outperform after May's consumer confidence print comes in at 76.1, well above a consensus of 71.5. Amazon and eBay rallied 11 days ago in response to strong mid-May consumer sentiment data.",2013-05-28,0.0209750579273705,1,1,0.9302
NFLX,"Netflix (NFLX -4.5%) slumps after releasing all 15 episodes of Season 4 of Arrested Development over the weekend (following a 7-year break) to mixed reviews, at best. ""If you truly loved [the first 3 seasons], it's hard to imagine being anything but disappointed with this new rendition,"" writes the NYT's Mike Hale. The WSJ's Nathan Rabin: ""The pacing is notably slower than during its original run and the show lacks the breathtaking density that characterized its glorious past."" The LA Times' Robert Lloyd is more positive. ""I have ... watched it all – and not with grim determination, but rather great, increasing satisfaction."" (The Daily Beast) (The Guardian)",2013-05-28,-0.0522908922395777,0,1,0.9819
TSLA,Tesla Motors (TSLA -6.5%) trips up a circuit breaker as it falls quickly in morning trading. Over 14M TSLA shares have already traded hands today with the juicy Tesla news for the day still to come. It appears at least a few people are listening to SA contributor Ashraf Eassa who advised shareholders to take some profits off the table.,2013-05-29,0.0848221306333444,0,0,0.8789
NFLX,Shares of Netflix (NFLX +2.9%) take back some ground lost yesterday amid subpar reviews for Arrested Development. It could be an eventful morning with CEO Reed Hastings holding court at D11 and scheduled for a CNBC interview.,2013-05-29,-0.0582402713042036,1,0,0.6446
AMD,"Advanced Micro Devices (NASDAQ:AMD) gets a bump higher in the post session following positive comments from Alpha One's Dan Niles on CNBC's Fast Money. Niles said that Sony's PlayStation 4 and Microsoft's Xbox One would be a strong driver for the chipmaker, and the shares could double over the next few years. (Video). Shares +0.7% AH.",2013-05-30,-0.0022086297536427,1,1,0.9661
